permutation_index,top1,mrr
701,0.2666666666666666,0.3851265693370956
702,0.3,0.4473059021588433
703,0.3666666666666666,0.4921277796277797
704,0.2666666666666666,0.3711166883225706
705,0.4,0.5127670151199564
706,0.2333333333333333,0.3643948317477729
707,0.3666666666666666,0.4851630450159862
708,0.3333333333333333,0.490444214654741
709,0.3333333333333333,0.4291205363264186
710,0.2666666666666666,0.3902367947956183
711,0.2666666666666666,0.4065742590742591
712,0.3333333333333333,0.4604906803436215
713,0.3333333333333333,0.4470250718780131
714,0.3,0.4004233402762814
715,0.3333333333333333,0.4587730134788959
716,0.2666666666666666,0.3947572164677427
717,0.2666666666666666,0.3980480304009716
718,0.2333333333333333,0.3760291525926201
719,0.3333333333333333,0.4416036414565826
720,0.3,0.4160642563777239
721,0.2666666666666666,0.399806351056351
722,0.2333333333333333,0.3346550481109304
723,0.3,0.4187877536406948
724,0.2333333333333333,0.3543271372876636
725,0.3333333333333333,0.4683003244032655
726,0.2333333333333333,0.4177174214674215
727,0.3,0.4452834801364214
728,0.3333333333333333,0.4542888864947689
729,0.3333333333333333,0.4672279245808657
730,0.2333333333333333,0.3869787755817168
731,0.2666666666666666,0.3919007517536929
732,0.3,0.4458754807284218
733,0.2666666666666666,0.4029094054094054
734,0.2,0.3410151232210056
735,0.2666666666666666,0.4534393384393384
736,0.3333333333333333,0.4656930378989203
737,0.2666666666666666,0.3980287270921946
738,0.3,0.4409267549902225
739,0.2,0.3583737388342651
740,0.3333333333333333,0.4552537277537277
741,0.2666666666666666,0.3917041101599924
742,0.3333333333333333,0.4585966620525444
743,0.2333333333333333,0.3825309548838961
744,0.3666666666666666,0.490343632402456
745,0.1666666666666666,0.3495242856272268
746,0.2333333333333333,0.4033260720760721
747,0.2333333333333333,0.396393203746145
748,0.2666666666666666,0.3709214226319489
749,0.3666666666666666,0.4730171353700766
750,0.2333333333333333,0.3928645700704524
751,0.3,0.411160704763646
752,0.2666666666666666,0.4156735856735857
753,0.3666666666666666,0.4639987293121968
754,0.3333333333333333,0.4884168881227705
755,0.3,0.4173359184388596
756,0.2,0.3408211831741244
757,0.2333333333333333,0.3432805892364716
758,0.1666666666666666,0.3267009978039389
