permutation_index,random_label_top1,random_label_mrr,matched_task_side_top1,matched_task_side_mrr
2994,0.0909090909090909,0.2415613006522097,0.0303030303030303,0.3164873846692028
2995,0.1212121212121212,0.2626411467320558,0.0303030303030303,0.2830338012156194
2996,0.0606060606060606,0.2281978122887213,0.0303030303030303,0.2941317941317941
2997,0.0303030303030303,0.1930016952744225,0.0606060606060606,0.3242435174253356
2998,0.0606060606060606,0.2414971392244119,0.0606060606060606,0.3369178800996982
2999,0.0,0.1750983023710296,0.0,0.2844407276225458
3000,0.0303030303030303,0.1765011924102833,0.0303030303030303,0.3218374218374217
3001,0.0303030303030303,0.2041387064114336,0.0606060606060606,0.2921126852945034
3002,0.0,0.1732242504969777,0.0,0.2719937469937469
3003,0.1212121212121212,0.2647564556655465,0.0,0.3082732082732082
3004,0.0606060606060606,0.2174995879541334,0.0303030303030303,0.3002645502645502
3005,0.0909090909090909,0.2412016434743707,0.0303030303030303,0.3379640561458743
3006,0.0303030303030303,0.2151073673800946,0.0606060606060606,0.3337192269010451
3007,0.0606060606060606,0.1984148006875279,0.0303030303030303,0.3096079846079846
3008,0.0,0.1602864307409761,0.0303030303030303,0.312145262145262
3009,0.0606060606060606,0.2242824515551788,0.0303030303030303,0.2897437579255761
3010,0.0,0.1716249238976511,0.0606060606060606,0.3437109187109187
3011,0.0,0.1880649653376926,0.0,0.2732563732563732
